index,filename
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\0_20.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\0_28.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\0_3.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\0_39.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\0_4.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\0_9.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\100_12.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\100_2.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\100_23.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\100_28.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\100_30.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\100_39.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\100_40.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\101_10.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\101_11.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\101_15.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\101_16.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\101_17.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\101_23.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\101_3.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\101_34.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\101_39.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\101_6.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\102_15.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\102_3.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\102_38.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\102_39.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\103_14.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\103_25.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\103_27.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\103_28.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\103_30.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\103_31.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\103_34.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\103_40.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\103_5.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\103_9.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\104_14.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\104_19.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\104_25.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\104_29.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\104_30.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\104_32.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\104_6.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\104_9.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\105_14.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\105_15.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\105_18.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\105_19.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\105_21.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\105_22.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\105_27.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\105_32.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\105_38.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\105_4.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\105_8.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\106_1.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\106_3.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\106_30.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\106_33.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\106_34.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\106_37.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\107_12.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\107_18.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\107_20.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\107_26.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\107_37.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\107_40.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\108_13.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\108_15.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\108_2.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\108_3.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\108_31.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\108_4.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\108_9.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\109_1.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\109_13.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\109_15.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\109_17.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\109_18.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\109_29.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\109_7.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\10_10.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\10_12.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\10_15.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\10_17.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\10_33.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\10_34.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\10_36.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\10_5.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\110_19.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\110_2.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\110_20.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\110_27.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\110_6.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\110_8.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\110_9.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\111_14.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\111_17.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\111_21.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\111_22.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\111_23.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\111_29.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\111_30.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\111_39.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\111_5.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\111_9.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\112_1.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\112_16.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\112_18.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\112_22.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\112_25.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\112_30.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\112_31.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\112_37.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\112_38.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\112_4.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\113_11.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\113_15.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\113_23.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\113_24.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\113_26.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\113_34.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\113_37.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\113_4.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\113_6.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\114_14.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\114_23.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\114_26.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\114_28.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\114_32.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\114_39.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\115_16.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\115_22.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\115_34.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\115_38.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\115_39.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\115_4.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\116_1.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\116_12.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\116_15.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\116_21.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\116_26.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\116_30.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\116_32.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\116_4.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\116_40.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\116_7.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\116_8.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\116_9.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\117_10.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\117_14.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\117_18.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\117_34.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\118_1.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\118_12.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\118_19.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\118_21.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\118_23.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\118_24.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\118_28.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\118_30.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\118_35.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\118_6.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\119_18.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\119_24.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\119_25.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\119_26.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\119_38.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\119_40.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\119_8.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\11_1.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\11_12.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\11_14.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\11_17.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\11_22.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\11_24.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\11_35.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\11_37.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\11_38.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\11_4.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\11_9.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\120_15.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\120_16.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\120_33.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\120_37.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\120_4.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\120_9.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\121_11.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\121_15.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\121_18.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\121_20.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\121_23.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\121_33.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\121_36.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\121_9.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\122_24.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\122_34.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\122_35.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\122_36.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\122_40.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\122_5.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\122_7.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\123_11.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\123_14.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\123_16.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\123_19.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\123_21.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\123_23.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\123_25.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\123_26.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\123_7.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\124_1.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\124_21.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\124_26.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\124_31.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\124_33.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\124_36.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\124_5.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\125_10.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\125_11.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\125_15.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\125_25.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\125_27.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\125_28.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\125_30.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\125_33.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\125_34.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\125_35.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\125_39.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\125_7.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\126_11.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\126_7.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\126_8.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\127_16.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\127_19.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\127_20.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\127_24.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\127_32.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\127_33.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\127_37.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\127_39.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\127_5.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\127_6.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\127_7.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\128_16.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\128_22.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\128_28.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\128_32.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\128_33.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\128_36.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\128_40.npy
1,D:\Doctorat\datasets\LUNA 16\classification\subset0\1\1_aug\128_8.npy
